0.0197,0.104435386944779,0.0531959172750358,0.038675470378206
0.0664,0.105911423748659,0.0531587161857024,0.132292858848281
0.1132,0.107003251304262,0.0536746624921728,0.225670129726645
0.1599,0.107693531632661,0.0546464191002354,0.315120295009198
0.2067,0.107972512724406,0.0559827438038298,0.398657101522915
0.2534,0.107826330303407,0.0575827936181584,0.47450271829582
0.3002,0.107241650078634,0.0593580171003568,0.542368915376261
0.3469,0.106208298634324,0.0612056956298214,0.601964546225915
0.3937,0.104709142240373,0.0630383382721038,0.653951078502295
0.4405,0.102733175986413,0.064756462288575,0.698833173133346
0.4872,0.100273468083046,0.0662615632094208,0.737278616498357
0.534,0.0973067762072,0.0674646829584,0.77020770299455
0.5807,0.0938331064800799,0.0682655478026578,0.798190107409655
0.6275,0.0898248741296875,0.068572183665625,0.821982114369132
0.6742,0.0852865363048984,0.0682881479421648,0.842022876729078
0.721,0.0801859486273,0.0673168203006,0.858835409963176
0.7677,0.0745322364309269,0.0655672195182918,0.872667749652857
0.8145,0.0682884785734625,0.062936448753675,0.883763969838501
0.8612,0.0614686857315904,0.0593406184213888,0.892084268083142
0.908,0.0540309428416,0.0546689249152,0.897403711089483
0.9547,0.0459943630803139,0.0488462005418058,0.898960777823321
1.0015,0.0373118203051375,0.041752104675525,0.894991721399379
1.0482,0.0280077473505224,0.0333218217698928,0.881035886199448
1.095,0.0180295898375,0.023423843925,0.842833521913609
1.1417,0.00740731741564092,0.0120053379959998,0.70443117022237
1.1614,0,0.0053,0
