0.0234,0.0972836124853488,0.0323208914157648,0.0704323560533609
0.0513,0.0956842146043134,0.0324439883432514,0.151294599087794
0.0791,0.0941556626326162,0.0327646542527502,0.227309369932228
0.1069,0.0926588342899798,0.0332437651295658,0.297957507129344
0.1347,0.0911604966526506,0.0338421582031926,0.362840892870527
0.1626,0.0896217993474672,0.0345232088021712,0.422107477245327
0.1904,0.0880204398481408,0.0352427545939968,0.475532969546618
0.2182,0.0863177527399696,0.0359639533978416,0.523705874031961
0.2461,0.0844736133459382,0.0366499868386122,0.567229569166814
0.2739,0.0824679086887818,0.0372566568645078,0.606279846095787
0.3017,0.0802610581086286,0.0377473507176306,0.641495648595632
0.3295,0.077819828681725,0.038082905627475,0.673310849793173
0.3574,0.0751007203408528,0.0382242689965488,0.702197796176147
0.3852,0.0720898922875776,0.0381311472180096,0.728250486417555
0.413,0.0687448670734,0.0377652573114,0.751792311838526
0.4409,0.0650183543333038,0.0370843880455698,0.773009720163853
0.4687,0.0609037348057666,0.0360541399544286,0.791742100617116
0.4965,0.056355099803175,0.034633494550425,0.807897309107464
0.5243,0.0513392164017754,0.0327832890630534,0.8210631675083
0.5522,0.0458020651921456,0.0304551259823376,0.830464481209856
0.58,0.0397500064,0.0276264144,0.834527542307481
0.6078,0.0331308808948944,0.0242505135495024,0.830372081267945
0.6357,0.0258843629756646,0.0202729023571866,0.811659290500993
0.6635,0.018029066392825,0.015682813915575,0.762763979476881
0.6913,0.0095068847828734,0.0104279070210114,0.630242429008823
0.72,0,0.005393624175,0
